--------- beginning of main
09-19 13:10:02.528  1567  3881 I incfs-mounts: [incfs] Loaded incremental-fs mount info: 2 instances, 4 mount points
09-19 13:10:03.312  1427  1614 I AiAiEcho: Filtered by AiAi flag check: 
09-19 13:10:03.312  1427  1614 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.312  1427  1614 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.312  1427  1614 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-19 13:10:03.312  1427  1614 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface lockscreen with targets# 0 (types=[])
09-19 13:10:03.312  1427  1614 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface home with targets# 0 (types=[])
09-19 13:10:03.312   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.312   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.312  1170  1170 D SsBaseTemplateCard: No text view can be set up
09-19 13:10:03.313  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.313  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.313  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.313  1170  1170 I SsBaseTemplateCard: Secondary card pane is null
09-19 13:10:03.313   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.313   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.313   924   924 W PageIndicator: Total number of pages invalid: 0. Assuming 1 page.
09-19 13:10:03.314   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.314   571   571 D BatterySaverPolicy: accessibility changed to true, updating policy.
09-19 13:10:03.318  1477  1662 I A       : NGA disabled since it's running Panthera and at least one a11y feature is on.
09-19 13:10:03.318  1477  1662 I A       : (REDACTED) Nga state changed to %s
09-19 13:10:03.318  1477  1662 I A       : (REDACTED) isTngActive=%s
09-19 13:10:03.319  1429  1678 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-19 13:10:03.319  1429  1678 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-19 13:10:03.319  1429  1678 I A       : Unsubscribed to apa or classic variant change.
09-19 13:10:03.328  4050  4063 I GGUFChatNative: GGUF_MEMORY_TELEMETRY file_bytes=105454432 available=4332593152 mmap=1 policy=actual_allocator
09-19 13:10:03.371  4050  4063 I GGUFNativeStderr: ggml_vulkan: Found 1 Vulkan devices:
09-19 13:10:03.373  4050  4063 I GGUFNativeStderr: ggml_vulkan: 0 = llvmpipe (LLVM 21.0.0, 256 bits) (llvmpipe) | uma: 0 | fp16: 0 | bf16: 0 | fp4: 0 | warp size: 8 | shared memory: 32768 | int dot: 0 | matrix cores: none
09-19 13:10:03.373  4050  4063 I GGUFNativeStderr: ggml_vulkan: Warning: Device type is CPU. This is probably not the device you want.
09-19 13:10:03.426  4050  4063 I GGUFChatNative: Create failed: GGUF row tile experiment requires llvmpipe FP32, int-dot off, subgroup 8, default MMV policy
09-19 13:10:03.426  4050  4063 E GpuRateObserver: Native benchmark failed
09-19 13:10:03.426  4050  4063 E GpuRateObserver: java.lang.IllegalStateException: Native load failed: GGUF row tile experiment requires llvmpipe FP32, int-dot off, subgroup 8, default MMV policy
09-19 13:10:03.426  4050  4063 E GpuRateObserver: 	at com.ggufchat.gpurate.RateInstrumentation.require(RateInstrumentation.java:31)
09-19 13:10:03.426  4050  4063 E GpuRateObserver: 	at com.ggufchat.gpurate.RateInstrumentation.onStart(RateInstrumentation.java:110)
09-19 13:10:03.426  4050  4063 E GpuRateObserver: 	at android.app.Instrumentation$InstrumentationThread.run(Instrumentation.java:2594)
09-19 13:10:03.429   571  1553 W MagnificationConnectionManager: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
09-19 13:10:03.429  1427  2520 I AiAiEcho: Settings changed for uri: content://settings/secure/accessibility_enabled
09-19 13:10:03.429   571  1553 D AccessibilityManagerService: restoreCurrentUserForTestAutomationIfNeededLocked(): ignoring because device doesn't support visible background users
09-19 13:10:03.429   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.430   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.430   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.430   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.430   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.431  4026  4026 I app_process: System.exit called, status: 0
09-19 13:10:03.431  4026  4026 I AndroidRuntime: VM exiting with result code 0.
09-19 13:10:03.431   571  1171 I ActivityManager: Force stopping com.ggufchat.app appid=10211 user=0: finished inst
09-19 13:10:03.431   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.431   571   571 D BatterySaverPolicy: accessibility changed to false, updating policy.
09-19 13:10:03.432  1427  1614 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: EchoTargets: 
09-19 13:10:03.432  1427  1614 I AiAiEcho: Filtered by AiAi flag check: 
09-19 13:10:03.432  1427  1614 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-19 13:10:03.432  1427  1614 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: EchoTargets: 
09-19 13:10:03.432  1427  1614 I AiAiEcho: Filtered by AiAi flag check: 
09-19 13:10:03.432  1427  1614 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.432  1427  1614 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-19 13:10:03.433  1427  1614 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface lockscreen with targets# 0 (types=[])
09-19 13:10:03.433  1427  1614 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface home with targets# 0 (types=[])
09-19 13:10:03.433  1170  1170 D SsBaseTemplateCard: No text view can be set up
09-19 13:10:03.434  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.435  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.435  1170  1170 D SsBaseTemplateCard: Passed-in item info is null
09-19 13:10:03.435  1170  1170 I SsBaseTemplateCard: Secondary card pane is null
09-19 13:10:03.435   571  1171 E ActivityManager: Unable to freeze binder for 4050: -11
09-19 13:10:03.435   571  1171 I ActivityManager: Killing 4050:com.ggufchat.app/u0a211 (adj 0): stop com.ggufchat.app due to finished inst
09-19 13:10:03.433   924   924 W PageIndicator: Total number of pages invalid: 0. Assuming 1 page.
09-19 13:10:03.435   571  1171 E libprocessgroup: Failed to write 1 to /sys/fs/cgroup/uid_10211/pid_4050/cgroup.kill: No such file or directory
09-19 13:10:03.435   571  1171 E libprocessgroup: Failed to open /sys/fs/cgroup/uid_10211/pid_4050/cgroup.procs: No such file or directory
09-19 13:10:03.436   571   596 D DisplayManagerService: Drop pending events for gone uid 10211
09-19 13:10:03.436   571   609 E libprocessgroup: Failed to write 1 to /sys/fs/cgroup/uid_10211/pid_4050/cgroup.kill: No such file or directory
09-19 13:10:03.436   571   609 E libprocessgroup: Failed to open /sys/fs/cgroup/uid_10211/pid_4050/cgroup.procs: No such file or directory
09-19 13:10:03.580     0     0 I binder  : 571:1171 ioctl 400c620e 73ae160d4354 returned -11
09-19 13:10:03.582     0     0 I binder  : 571:1171 ioctl 400c620e 73ae160d4354 returned -11
09-19 13:10:03.439  1477  1654 I A       : NGA enabled in interactor.
09-19 13:10:03.439  1477  1654 I A       : (REDACTED) Nga state changed to %s
09-19 13:10:03.439  1477  1654 I A       : (REDACTED) isTngActive=%s
09-19 13:10:03.440   571   846 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 13:10:03.440   571   846 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 13:10:03.440   571   846 D InetDiagMessage: Destroyed live tcp sockets for uids={10211} in 4ms
09-19 13:10:03.441   571   846 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 13:10:03.442  1429  1682 I A       : (REDACTED) on opa visibility changed %s
09-19 13:10:03.443  1429  1682 I A       : (REDACTED) on opa visibility changed %s
09-19 13:10:03.444  1429  1678 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-19 13:10:03.445   571   846 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 13:10:03.445  1429  3627 I A       : Initializing all components
09-19 13:10:03.445   571   846 D InetDiagMessage: Destroyed live tcp sockets for uids={20211} in 5ms
09-19 13:10:03.446  1429  1678 I A       : (REDACTED) onIsEnabledChanged, isEnabled: %s
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 I A       : (REDACTED) Setting session to type: %s
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.446  1429  1678 I A       : (REDACTED) setNavBarVisible: %s
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-19 13:10:03.447  1429  1678 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-19 13:10:03.448  1429  1682 I NgaEntryPointEventSendr: setupConnection
09-19 13:10:03.450  1429  1678 I ALT.ARCProvider: (REDACTED) #audio# activating audio request client(%s)
09-19 13:10:03.450  1429  1678 I ALT.ClientsRegy: (REDACTED) #audio# activating audio client(token(%d), %s)
09-19 13:10:03.450  1429  1678 I ALT.ClientsRegy: (REDACTED) #audio# enforcing concurrency state on a new client(%s, token(%d))
09-19 13:10:03.451  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# initializing the default route(%d) for %s
09-19 13:10:03.451  1429  1678 I ALT.ARClient: (REDACTED) #audio# routing audio request client(token(%d)) to(%s)
09-19 13:10:03.451  1429  1678 I ALT.HotwordRoutesRegy: (REDACTED) #audio# initializing the default route(%s) for hotword
09-19 13:10:03.451  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# updating to audio route(token(%d), %s) for %s
09-19 13:10:03.452  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# audio route(token(%d), %s) OK to update
09-19 13:10:03.452  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# enforcing concurrency state on a new audio route of %s
09-19 13:10:03.452  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# disconnecting(%s) audio %s for %s
09-19 13:10:03.453  1429  1678 I ALT.AudioRoutesRegy: (REDACTED) #audio# starting connection to audio route(token(%d), %s) for %s
09-19 13:10:03.453  1429  1678 I A       : (REDACTED) State changed: %s => %s by %s and %s with %s
09-19 13:10:03.454  1429  1678 I A       : (REDACTED) Recognizer choice: (recognizer_type: %s, recognizer_mode: %s, choice_reason: %s)
09-19 13:10:03.457  1429  1682 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s
09-19 13:10:03.457  1429  1682 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-19 13:10:03.458  1429  1678 I A       : (REDACTED) onActiveStateChangeEvent: %s => %s
09-19 13:10:03.460  1429  1678 W A       : (REDACTED) Missing generator mapping for generator %s
09-19 13:10:03.460  1429  1678 W A       : (REDACTED) Missing generator mapping for generator %s
09-19 13:10:03.460  1429  1678 W A       : (REDACTED) Missing generator mapping for generator %s
09-19 13:10:03.461  1429  1678 I A       : (REDACTED) #onActiveStateChangeEvent, newState: %s, previousState: %s.
09-19 13:10:03.463  1429  1678 I NgaEntryPointEventSendr: onServiceConnected
09-19 13:10:03.614     0     0 I binder  : undelivered transaction 314086, process died.
09-19 13:10:03.618     0     0 I binder  : undelivered TRANSACTION_COMPLETE
09-19 13:10:03.619     0     0 I binder  : undelivered transaction 314113, process died.
09-19 13:10:03.478   571  1171 V ActivityManager: Got obituary of 4050:com.ggufchat.app
09-19 13:10:03.486   371   371 I Zygote  : Process 4037 exited cleanly (137)
09-19 13:10:03.487  1477  2205 I A       : Calling beginBinderSession().
09-19 13:10:03.488  1477  2205 I A       : beginBinderSession(): calling binder
09-19 13:10:03.488  1429  1678 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s
09-19 13:10:03.491  1429  1678 I A       : (REDACTED) stopListening(%s, %s)
09-19 13:10:03.494  1429  1678 I ALT.RefManager: (REDACTED) #audio# referencing(%s) to(%s), (%s)
09-19 13:10:03.495  1429  1678 I A       : (REDACTED) #audio# audio routing(%s) took %d(ms)
09-19 13:10:03.496  1429  1678 I ALT.AudioEventsHolder: (REDACTED) #audio# route(%s) for audio request client(token(%d)) updated with status(%s)
09-19 13:10:03.497   571  2107 W ActivityManager: Unable to start service Intent { cmp=com.google.android.apps.tachyon/.clientapi.ClientApiService } U=0: not found
09-19 13:10:03.511  1477  2301 W A       : (REDACTED) %s task was not run. Callback from Service received after client was disposed.
09-19 13:10:03.511  1477  3701 I PBSessionCacheImpl: (REDACTED) Deleted sessionId[%d] from persistence.
09-19 13:10:03.514  1477  2301 W SearchServiceCore: Abort, client detached.
09-19 13:10:03.517  1429  1682 I A       : Initialize
09-19 13:10:03.521  1429  1678 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s (%s)
09-19 13:10:03.522  1429  1678 I INV.SystemUI: showGestureNav
09-19 13:10:03.523  1429  1678 I INV.SystemUI: (REDACTED) setUiHints(hints = %s)
09-19 13:10:03.525  1429  1682 I A       : Successfully initialized all components
09-19 13:10:03.530  1429  1682 I INV.SystemUI: setUiHints: finished successfully
