 5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_v.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.25.ffn_up.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.25.ffn_gate.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.25.ffn_down.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.25.ffn_up.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_norm.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.attn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_qkv.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_q.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.attn_q.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_k.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.attn_k.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_v.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.attn_v.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_q.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_k.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_v.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_output.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.attn_output.bias
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_norm.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: tensor blk.26.ffn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor rope_freqs.weight
09-16 23:36:37.397  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_gate.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.26.ffn_gate.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_down.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.26.ffn_down.weight (0 MiB q4_K) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_up.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.26.ffn_up.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_gate.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_down.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.26.ffn_up.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.attn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_qkv.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_q.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.attn_q.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_k.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.attn_k.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_v.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.attn_v.weight (0 MiB q8_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_q.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_k.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_v.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_output.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.attn_output.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.ffn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor rope_freqs.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_gate.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.ffn_gate.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_down.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.ffn_down.weight (0 MiB q6_K) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_up.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.27.ffn_up.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_gate.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_down.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.27.ffn_up.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.attn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_qkv.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_q.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.attn_q.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_k.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.attn_k.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_v.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.attn_v.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_q.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_k.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_v.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_output.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.attn_output.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.ffn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor rope_freqs.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_gate.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.ffn_gate.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_down.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.ffn_down.weight (0 MiB q4_K) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_up.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.28.ffn_up.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_gate.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_down.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.28.ffn_up.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.attn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_qkv.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_q.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.attn_q.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_k.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.attn_k.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_v.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.attn_v.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_q.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_k.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_v.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_output.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.attn_output.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_norm.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.ffn_norm.weight (0 MiB f32) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor rope_freqs.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_gate.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.ffn_gate.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_down.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.ffn_down.weight (0 MiB q4_K) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_up.weight
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: tensor blk.29.ffn_up.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_gate.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_down.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.29.ffn_up.bias
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_q.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_k.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_v.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_output.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_gate.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_down.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_up.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_q.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_k.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_v.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.attn_output.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_gate.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_down.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.0.ffn_up.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_q.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_k.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_v.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_output.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_gate.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_down.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_up.scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_q.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_k.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_v.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.attn_output.input_scale
09-16 23:36:37.398  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.1.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.2.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.3.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.4.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.5.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.6.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.7.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_output.scale
